;SKIL;VISL;MARK;MSGM;VISM;MLRT;PANW;AREN;GAXYQ;GOOGL;DTII;FTNT;SBIG;ASTC;NSSC;APLD;ACMR;APYP;AVCTQ;DPSI;PLUS;ANET;GTCH;MCHP;SATT;AVNW;CSGP;DTST;VRNS;AMPG;SWI;SEII;WYY;AAPL;POWI;ZRFY;VRME;GRPN;HPTO;GIFT;STTH;LFER;GZIC;LGIQ;WSTL;QUIK;GIGA;OMQS;TGHI;FALC;SPSC;IPWR;DIRV;PSYC;DSGT;FUBO;BLIN;DELL;HEAR;AEYE;ICLD;ADGO;WDDD;NEON;INAPQ;AEEX;XRX;PALT;DZSI;SRAX;FNCX;VMEMQ;RTNB;LEDS;PRKR;ACLS;COYNQ;ELON;NFLX;ANIX;SDCH;CPAH;YPPN;QRVO;RBBN;DROP;MMPWQ;IDN;ADTM;ACIW;INVE;UBIQ;CTSH;PEGA;MANH;TCX;SHSP;MFON;AFOP;VUZI;PULS.1;IGOI;CRM;APPS;TRMB;MRVC;DLGC;THQIQ;NTWK;SATCQ;AUTO;ASUR;MOVED;PWAVQ;LVLT;RNWK;AMBTQ;PKT;COHR;PLCM;ORSX;WESTD;MSI;RFIL;AGNUQ;ESLRQ;NATI;PRGS;ATNY;INUV;RVBD;KEME;WAVED;ONSM;TESS;TXCCQ;OCLR;NETL.1;PRVTD;DTRM;VTSS;XCRA;ANLY
T-235;-19.5697;-205.4291;-384.2898;41.7292;-26.0056;-38.1969;-730.3582;35.6432;-54.4242;-17.6702;50.4677;107.8043;1.3211;-60.784;-49.6182;22.8708;30.3722;;10.5559;427.7386;20.0014;-126.3601;23.5848;61.1821;-922.1402;13.0795;-40.9502;121.6485;13.6686;-88.9065;-32.9078;;95.7506;-61.183;22.1277;;-14.14;-7.0074;;-3350.2492;25.9808;-3.6378;-2372.2922;154.196;-14.9337;-2.2543;-1192.5926;;47.0065;77.9932;48.9779;139.9514;-73.8558;-26.1048;5.6801;40.9645;138.2279;13.6849;340.986;43.4599;42.0269;1026930.5224;-51.256;-128.2208;-5.7031;;179.9025;-87.8982;247.6665;18.6399;249.0088;43.191;477.3087;;-29.1156;-3.6474;165.1921;-218.7544;123.8095;-655.9756;11.0188;485.1935;66.4945;46.65;2.0105;;1338.7269;174.1418;32.333;-23.4881;148.5254;-31.3695;89.3654;-24.7527;;55.994;-470.9452;-53.9082;-8.5034;-62.72;35.0909;67.9173;-36.3832;-21.7923;80.862;-25.6475;277.9765;119.8921;85.9724;216.5926;-1.1551;-14.6905;14.031;19.2652;;-66.1588;933.1001;-90.0901;75.4652;11.7427;-289.7715;262.6148;67.1643;105.2637;-407.3;-26.4549;18.0734;-5.6746;786.8744;;47.9677;3.7103;4.2692;170.682;46.3101;-137.6241;;4.9716;420.6337;381.5902;12.5239;;14.4748
T-233;-23.8484;-208.1706;-406.5426;41.2616;;;-640.7967;35.6096;-53.8104;-22.5414;70.1634;107.8024;;-57.4513;-48.6115;22.4733;30.7337;7.192;10.7018;413.2939;20.2052;-121.577;23.6939;58.4699;-910.0799;15.2794;-40.9438;;13.6754;-88.757;-22.9698;113.418;92.1218;-57.8891;176.4452;-65.4029;-14.1059;-7.9242;-141.3952;-3521.5356;26.1608;4.2269;-2423.246;152.1906;-10.9141;-2.5785;-1190.4786;;48.9816;78.8089;48.6043;143.3383;-73.6722;-22.3933;-17.9868;;134.2252;13.4371;340.6175;40.4341;41.3442;1031894.3687;-52.6837;-127.5083;-6.3234;;;-90.919;133.0953;18.8212;243.0672;43.1019;477.7127;152.5084;-28.9477;;;;123.7889;-728.8891;10.9061;485.087;69.0254;46.9609;1.7089;-21.0188;1341.7239;174.1913;32.4641;-23.7258;;-31.2831;88.4099;-24.7783;49.9033;55.8941;-471.0121;-53.9177;-7.5689;16.7812;35.0979;68.4448;;;71.2239;-25.6669;274.3533;122.0923;85.9722;216.7763;0.9664;-17.0432;15.5064;11.2316;-87.2234;-68.7351;1150.2284;67.2579;76.6096;8.9549;-252.9969;265.6532;66.5467;91.5472;-394.231;-52.3114;17.3732;-9.56;792.8731;-647.0338;46.2775;3.9494;-7.9409;;44.9717;-147.4679;257.3823;2.1819;128.3772;382.4634;7.1785;38.6322;69.0843
T-232;-21.0004;-205.8966;-390.0879;40.6562;-28.0529;-38.3084;-728.9166;35.3487;-54.4115;-16.1994;49.8053;107.3775;1.7999;-59.4035;-48.7321;22.9829;30.6448;5.1719;11.5501;423.9866;20.3798;-120.2737;;58.3328;-921.7519;20.1275;-40.958;121.9749;13.5412;;-28.3287;113.6976;61.3516;-60.4939;22.1989;-63.4384;-13.0206;-45.8724;-141.6701;-3258.2042;27.5955;-3.9388;931.9371;152.3164;-11.9929;-2.3462;-1194.3635;;48.5857;84.2968;46.6848;140.3815;-73.841;-22.1394;-17.445;39.6279;139.7737;14.0431;343.7285;45.8322;44.5549;1034050.871;-56.531;;-7.142;14.2411;50.7342;;99.2252;18.5091;252.902;42.7555;476.233;152.2165;-28.1166;-3.6764;160.4253;-218.6144;123.7999;-530.8599;;486.3775;67.0451;43.1795;1.9456;6.8425;1339.5399;174.0734;32.4163;-23.2428;152.582;-31.4854;89.0229;-24.7277;49.8479;55.9818;;-53.8608;-7.8663;-1.4304;;-100.4447;-36.8171;-24.4205;78.7447;-29.6432;274.0246;120.3184;85.9722;216.6265;;-15.8834;16.1281;20.1411;-87.0018;;1127.8034;66.7814;75.2986;-4.2466;-248.8445;264.7801;68.9816;228.2877;-524.5164;-29.5093;16.899;-4.8597;807.4698;-653.8805;39.3991;5.0308;9.9028;;42.1699;-148.3789;253.2514;2.4965;319.5904;376.5084;-3.5454;39.8004;257.4506
T-231;-21.3583;-211.7547;-377.4234;41.6817;;-37.9496;-728.66;34.9938;-53.7443;-18.665;48.2508;107.7649;1.1985;-55.7787;-48.7526;22.5864;31.9166;9.3393;10.7633;425.003;20.2168;-118.279;23.4227;63.4157;-915.0831;26.2538;-40.9427;122.2301;12.1091;-88.4771;-22.9934;116.8041;91.7987;-57.4478;-32.5809;-60.5954;-13.6751;-4.2445;-142.3809;-1964.5207;;-4.3552;-2396.9125;153.6808;;-4.6202;-1193.0942;;49.4226;77.979;49.6863;144.8784;-71.0675;-24.3264;-16.7201;42.3277;138.0957;-2.0724;340.0132;43.2095;41.7526;990502.0304;-51.2907;-127.5504;;;42.9955;;;18.667;235.5856;43.0379;477.4679;152.9137;-30.765;-1.7241;106.4686;-220.8208;126.1096;;10.764;484.9066;67.2324;46.998;-1.7454;7.2361;1339.2586;174.1285;32.0093;-23.3389;151.537;-31.3056;89.2352;-24.8389;50.0345;55.9896;-471.5102;;-5.6603;13.8905;35.0968;55.428;-36.4919;-27.7199;83.362;;273.8283;112.7132;85.9723;272.8881;-0.1719;-14.8451;16.0605;19.3048;-89.7343;-72.0707;1126.0948;65.3541;75.1639;11.0128;;257.8594;74.4047;88.8566;-391.6674;;22.0922;-7.5937;;-649.1177;47.3375;3.8016;;;44.5688;-142.7024;256.844;1.4871;368.4417;381.3253;7.0807;21.483;-163.7623
T-230;-21.0737;-207.3938;-407.0191;41.1176;;-36.7077;-699.2469;;-54.3786;-8.7446;52.8321;103.4212;1.4931;-58.2655;-49.4084;23.5913;28.1743;6.8771;10.8378;;20.3137;-129.7074;23.3428;60.514;;18.2839;-40.9688;26.111;13.6598;-89.8934;-22.4202;113.2671;86.645;;22.6731;-64.271;-14.3564;-9.0717;-141.442;-3195.9894;;1.1864;-2362.8327;55.5591;-11.6149;-2.2693;-1192.0159;;48.4907;77.6102;48.9381;140.5777;-74.2308;-15.0285;-17.4044;41.7381;140.2395;12.5013;341.4859;43.239;40.7668;1028511.1399;-50.9522;-127.6913;-8.885;;49.94;-92.0552;132.3886;18.6294;248.4626;43.0685;481.1084;152.6395;-28.0505;;25.2963;-218.6032;123.7899;;10.9109;485.4727;67.019;46.8602;1.9819;7.1648;1340.6069;174.0413;32.2318;-24.1566;151.0937;-31.2954;87.503;-24.9324;50.418;56.0198;-471.0726;-53.8964;;3.7003;;68.4453;-35.9819;;79.7774;-23.006;270.4324;;85.9725;216.7959;0.5382;-15.1533;15.0918;17.7997;-86.882;-64.7212;1121.2991;67.3552;150.9514;9.3406;-251.7415;265.0085;69.2115;-76.6158;-234.0064;;17.18;-9.6684;837.0196;;44.6828;2.761;-8.404;179.1129;;-146.3315;;2.2623;344.3672;377.5517;;53.1175;
T-229;-21.7851;-210.7569;-387.7088;;-27.9;-38.1758;-727.9289;34.6536;-54.1765;-16.9143;49.1165;107.5106;1.4343;-29.5163;-49.3722;22.7328;30.3489;10.6509;10.6841;;20.8597;;;;;18.0006;-40.965;112.0992;12.9591;-88.6789;-23.8626;;86.4839;-55.1361;22.4602;-64.2898;-14.4625;;;-4922.8803;26.2161;-3.9732;-2417.146;152.9107;-11.9539;-2.3631;-1184.3496;;48.4059;77.6872;;141.5858;-74.1423;;;;138.5072;13.6172;339.1497;43.8191;42.1069;;;-127.2763;-6.7373;;48.5879;-156.3294;133.0376;18.6971;241.9483;43.1037;476.7768;151.6605;;-1.3935;;-217.8576;123.7914;-562.4033;10.9746;485.5208;67.1011;48.2492;1.8474;6.9118;1339.212;174.1648;32.095;-23.7096;151.9985;-31.3538;89.201;-24.9201;50.0469;55.9141;-471.034;-53.8954;-17.5321;30.2159;35.0939;314.6731;-36.3761;-20.7656;79.6347;-25.7094;273.0384;122.7959;85.9723;216.1314;-94.8252;-21.0715;15.0623;18.0183;-87.0355;-57.5602;1128.6569;67.1795;75.1197;-28.2722;-272.1129;268.94;65.3181;85.7914;-388.7469;-29.8843;-31.7691;-15.1662;801.272;;45.6384;3.966;-7.6424;171.4143;41.917;-145.2124;257.574;1.9676;110.2782;;13.1038;39.1933;3655.6874
T-228;-40.6039;;-389.2116;40.5575;-28.0358;-37.2117;-722.4797;35.3569;-54.2947;-18.2252;49.8159;107.8228;;-59.3639;-46.5184;21.6155;30.5628;7.0174;10.7749;;20.3838;-118.5129;23.6566;60.6746;-910.8501;19.6232;-40.9761;130.7519;13.6834;-86.7481;-23.1977;;85.0235;-60.685;20.8304;-60.7389;;-8.8946;;-2929.0934;25.685;-0.9281;-2580.733;151.914;-2.1189;-0.8064;-1194.1569;25165.2617;;76.7839;49.0332;140.0095;-73.9848;-21.3323;-17.4651;40.3795;138.1845;13.5515;340.7742;43.8965;41.5294;1023706.3607;;-126.7588;2.2927;;50.5423;-90.6231;309.9298;18.4292;243.498;43.7692;476.2969;152.6281;-26.0833;-1.4172;196.9403;-218.6593;123.7799;-547.6824;10.946;485.344;67.1081;;3.2032;10.8562;1339.1184;173.9995;32.3091;-23.9844;150.8964;-31.2935;89.2747;-24.613;49.8937;55.919;-470.8833;-53.8795;-7.6249;2.7477;35.6286;73.4549;-36.7283;-23.5045;77.4406;-26.6691;274.7337;120.7963;85.9704;;1.419;;16.7268;34.2822;-87.2288;-75.2887;1132.7218;64.5512;74.8914;10.4994;-251.1852;;68.5713;103.5539;-405.6709;-28.9912;15.7296;-8.2008;;-645.7698;46.2436;4.1229;-8.7205;181.16;44.9629;;255.2924;4.7263;322.9658;379.6762;6.7844;77.9678;34.8623
T-227;-22.5447;-203.2066;-385.5318;41.4677;-27.6734;-37.465;-742.3715;35.7053;-54.423;-16.2565;48.31;106.9026;1.4324;;-48.7201;;29.9205;7.5362;10.6357;424.4628;20.3386;-117.7357;21.5977;57.5148;-909.4261;65.7094;-40.9693;62.1675;13.4705;-88.9209;-24.61;;90.4087;-58.9222;22.8105;-65.6394;-13.3317;-3.2625;;-3250.0006;26.6115;-3.5013;-2438.8675;153.5024;-13.5432;-2.2396;-1192.6225;16377.8434;48.9684;77.8004;50.5382;140.4024;-73.6541;-23.8499;-16.8821;;137.2052;9.8639;;43.0444;41.9419;1031539.2808;-45.5252;-128.3808;-7.8051;;52.3492;-83.8284;127.9306;18.6355;240.7045;43.0849;477.2773;152.4955;-28.5158;-1.875;114.7026;-215.1633;;;10.9229;484.5855;67.0824;42.4599;1.9391;6.873;1233.2988;174.1321;;-23.5541;161.7428;-31.3024;88.9886;-24.9036;50.026;56.0147;-471.4102;-53.9113;-7.9792;1857.4796;35.0784;71.4128;-37.2526;-27.8003;77.6093;-25.4876;273.9536;120.7708;85.9722;217.4258;0.7008;-14.3085;15.7628;21.0956;-88.4185;-64.5611;;66.6009;75.1218;3.6841;-254.0211;264.3454;63.9545;87.1169;-390.0098;-28.2084;17.8577;-9.1689;;-647.7529;48.7739;4.2248;-6.9306;189.3065;41.4596;-122.8238;256.751;2.0745;326.5098;382.429;7.605;42.0429;-7.0068
T-226;-22.6049;-209.3043;-399.9714;40.7398;-25.3606;-38.1194;-811.2208;34.2063;-54.5681;-22.4355;49.113;107.6489;;-58.5452;-49.5508;19.0413;30.6495;7.2663;10.7697;;19.3266;-129.8357;23.6759;59.5561;;20.4704;-40.9615;119.567;21.0503;-89.0871;-7.963;;89.1932;-57.5549;23.7437;-65.1023;-12.3418;-6.6591;;-4951.3142;28.1754;-6.1271;;158.2864;-12.6997;-2.4839;-1207.6386;24478.7876;48.3621;93.7604;59.1907;;-74.2932;;-17.4609;40.055;134.5998;13.6041;339.7531;43.0533;43.9171;;-51.5409;-127.2746;-6.3714;-33.9744;40.5915;-91.3802;134.57;19.1171;251.7614;43.0503;468.1507;151.5927;-27.9252;0.9053;158.4929;-218.4898;123.8396;-5018.4657;11.245;485.4925;;46.9896;-2.4478;7.0168;1338.85;;32.3834;-23.4012;152.4792;-31.2431;89.3368;-24.6678;50.0745;;-471.3859;;-7.7616;-15.5949;34.9659;;-36.6876;-24.4801;78.7407;-25.5655;271.0945;120.587;85.9723;216.6689;270.4191;;50.4806;22.2189;-86.1722;10.4581;1129.9301;;75.8117;13.6328;-253.3853;264.7973;67.6325;69.0737;-372.8184;;17.3108;-9.6913;800.7886;-648.7707;45.5889;4.3759;-8.027;;45.0427;-148.5745;256.3013;3.9806;302.126;373.8616;6.2202;48.462;649.5
T-225;-21.5021;;-391.3068;40.7266;-28.8429;-38.3407;-729.8293;35.3384;;;49.5863;107.5084;;;-49.6942;22.5737;34.3228;9.1169;10.7506;425.6266;20.3368;-113.9518;23.4938;68.0223;-918.5789;17.9774;-40.9984;;13.1527;-88.8983;-26.0091;114.5793;95.619;-60.0586;21.2899;-38.6755;-13.6216;-10.1948;;-3104.1186;26.3439;-3.8558;2286.1421;154.1376;-11.9193;-1.5044;-1192.1148;25189.7497;47.6753;77.8107;48.3315;140.3525;-73.8694;-25.5506;-17.4272;37.9359;138.0826;12.9749;341.7324;43.1193;;;-53.6572;-127.2137;-6.8345;23.1554;48.3284;;;18.5264;243.2472;43.4359;477.512;152.5286;-28.2188;-6.2073;178.1264;-218.9198;123.796;-556.864;10.8773;485.7346;67.104;46.5613;1.9736;5.5678;;174.1158;;-23.4049;153.1521;-31.297;88.977;-24.8571;49.9523;;;-53.9112;-7.7528;;35.1177;73.4049;-36.473;;82.6488;-26.6484;273.5474;120.4774;;217.5219;1.5126;;15.9081;18.8865;-87.344;-59.2838;1128.2713;66.7007;74.8444;1.8336;-263.8037;256.1217;70.4628;;-416.8648;-28.6964;14.9485;-10.8092;775.0373;-649.1266;;4.2815;-16.5194;180.7687;44.0214;;257.4718;-0.0629;380.3582;381.5945;9.5136;35.5816;-484.3
T-224;-20.7361;-209.7184;-393.1525;40.1766;-27.5047;-38.6829;-783.2804;35.3351;-54.4158;-17.7537;46.1999;107.8109;-3.0515;-57.7944;-49.1236;;30.9657;8.728;10.7605;439.3872;20.4284;-118.0096;23.2833;61.2316;-869.3022;23.1889;-40.9352;117.6914;13.5683;-87.7172;-18.9289;113.3551;101.9305;-69.695;22.4924;;;-10.7453;;-5367.0667;26.0283;-4.9831;-2425.8754;;-15.6656;-2.4001;-1192.7346;25716.4819;48.736;81.1388;48.8721;139.5621;-77.1947;-23.9869;-13.8921;40.0194;137.6003;;340.4653;44.9759;41.9758;;;;-9.3697;;56.0106;-92.1064;131.4881;;223.3732;43.0587;;152.5574;-50.083;-1.7605;220.323;;123.7989;;10.761;485.0763;;47.0494;;6.9187;1340.071;174.2104;;;152.0969;-31.2602;88.6444;-25.0617;49.784;;;-54.0535;13.2722;-15.0056;34.99;65.3423;-34.8971;;81.5803;-25.9033;321.6257;118.5793;;215.6124;-1.6728;-15.8485;18.1036;59.338;-87.234;-66.0953;982.7342;20.8829;74.9293;23.0019;-251.7612;261.6568;68.5926;83.0119;-386.0986;-23.8315;16.8088;-0.1721;800.0941;-650.9427;48.2187;3.695;-8.0821;135.4359;44.4798;-138.8559;247.3028;2.0975;320.2754;373.0173;7.3966;38.3135;14.7507
T-223;-20.515;-211.2966;-398.8085;40.9601;-34.7965;;-769.2366;34.9572;-54.0216;-18.9603;47.4333;107.6496;1.1337;;-50.1831;22.8111;30.2387;14.2889;10.6923;425.9955;20.3626;-120.8907;23.7326;57.9919;-914.5305;22.2415;-40.9453;;14.9546;;-25.0003;;98.6563;-60.1598;21.0862;-63.2093;-12.3917;;;-3055.4331;;-3.0166;-2445.2864;15.9556;-12.2201;-2.1655;-1182.4554;25287.3892;47.5912;78.1628;45.7307;135.018;-73.8596;-49.6856;-17.5287;35.5381;143.8987;10.9882;341.0317;43.3902;42.1312;1025484.0726;;-127.5263;-7.335;20.0205;50.1604;-100.9588;132.2759;18.5789;247.7484;;519.0376;152.8412;-28.2386;-8.7935;;-218.7489;124.362;;10.9033;;67.0436;46.8616;2.0321;11.6069;1339.1126;174.2062;31.9062;;210.3677;-31.2868;89.0795;-24.9641;49.9338;55.9703;;-53.8823;-7.9456;7.734;35.075;;-36.4971;;79.208;;272.7017;120.0358;85.9725;217.5356;;;16.091;6.8099;-87.036;-66.2256;1127.6271;;76.1998;11.1243;;264.6077;53.7684;;-435.7006;-28.7922;18.4394;-9.2488;761.2951;;47.3937;3.767;-7.6041;181.3182;42.1396;-148.3325;257.6526;3.6119;343.1204;380.3032;7.5209;43.6742;-1374.9463
T-222;-22.1301;-211.8826;-384.2377;41.4086;-27.541;-38.2564;-732.9586;35.3257;-54.2826;-18.8367;48.0562;107.5546;1.4532;-58.2282;-49.4562;22.8221;30.9432;-2.0734;10.7066;427.9777;20.2654;-124.9096;23.8553;57.0658;;21.6742;-40.9593;127.2817;13.5654;-88.9659;-34.6532;;92.0243;-61.7738;;-66.5027;-14.098;-4.8768;-143.4644;-2949.9887;;0.3027;-2544.6204;153.7577;-12.275;;-1191.9186;25591.1863;48.0524;79.3723;28.2331;140.721;-69.2789;-20.3752;-17.4524;43.0526;;12.9896;340.5107;44.5019;42.615;;;-126.5861;-6.7574;104.7169;69.0369;-93.6849;-1382.1364;;;42.9766;477.0961;153.188;;-1.9378;114.208;-218.7005;123.8323;-582.3784;10.9162;484.5682;67.1828;46.8456;1.8487;6.8818;;174.0985;32.2674;-24.3636;152.255;-30.7796;-35.2839;;50.1164;55.796;-470.7076;-53.9313;-7.7578;4.9915;34.854;46.481;-28.7726;-23.6644;65.6396;-24.5446;273.9919;120.9834;85.9724;216.7584;4.5324;-15.5937;15.3232;16.2796;-87.0648;-54.3875;1125.4153;;75.209;27.3627;-282.7644;265.5659;69.0819;85.8257;-388.7796;-34.6793;17.3439;-9.6925;803.3029;;54.2062;4.6114;-8.7944;;45.102;-133.3709;257.401;2.3162;129.2941;;5.7599;43.7133;-87.3805
T-221;-19.9559;-208.0321;-395.0846;41.6627;171.8397;-38.3313;-720.6896;35.2557;-54.4007;-4.773;47.018;108.2348;;-53.7591;-57.8591;22.4526;31.4581;7.4346;10.5015;425.3394;20.3108;-119.9134;24.2224;55.8399;;17.9311;-40.9613;133.2324;12.568;-90.4204;-23.7906;114.0755;75.6173;-61.8243;20.019;;-13.911;0.2605;-141.0145;;;-3.5845;-2442.1632;;-11.1218;;-1193.5321;25084.0525;48.6774;77.6346;48.3768;;;-21.195;;40.799;137.5788;13.4012;352.4453;43.3279;40.7985;1016814.5351;-46.8944;-125.7759;;22.0483;51.0923;-102.4824;129.9092;18.651;245.5834;43.06;479.2364;152.4419;-28.4128;-0.2233;189.1665;-218.4126;123.8024;-522.5182;10.8869;484.858;66.9699;46.9043;1.8331;7.3286;;174.2126;32.1892;-23.638;152.425;-31.2721;89.1686;-24.9149;49.7909;55.9646;-471.1303;-53.9058;;-17.7842;35.0829;;-35.9017;-36.9364;80.9768;;;120.5474;85.9727;215.0025;0.9042;-15.4887;15.3962;;-89.2038;-70.9128;;;75.3308;10.0623;-252.1663;263.9942;77.5031;105.4528;-407.4802;-28.9012;17.4229;-1.0519;811.4541;-646.1435;45.6493;3.9484;-7.02;;47.5783;-147.6786;253.7465;2.6762;;381.8974;7.7656;45.2024;-317.4426
T-220;-21.9159;-211.4144;-386.7194;40.6355;;-38.1314;-701.7202;35.5113;-55.1664;-18.6664;51.1521;107.987;1.2753;-54.5803;-49.1352;21.7994;30.5046;8.3695;11.105;;19.6984;-116.4113;23.2666;61.8199;;15.3384;-40.823;159.9118;13.5081;-88.7322;-22.9596;113.5398;88.6201;-62.2816;22.5806;-65.2571;-4.7096;-6.3812;;-3037.4978;26.6197;-4.2545;-2405.8672;157.2303;-11.1907;;-1187.0644;41159.711;;77.543;49.5527;142.0869;-73.9006;-22.6544;-16.6819;;137.8576;20.8181;339.5518;23.7457;41.111;1041452.6713;-50.8937;;-7.1913;;52.9199;-94.5877;131.2878;;242.5855;43.2264;477.161;;-27.3907;-0.1648;157.6072;-217.6546;123.7759;-530.8683;11.1413;485.0289;67.0119;47.156;1.8904;6.8194;1339.5104;174.162;32.3944;-23.795;149.971;-31.3169;89.8393;-25.034;49.7846;56.0342;-471.999;-53.8694;-8.5917;;19.6237;25.783;-36.4971;;78.8138;-25.6604;;118.9494;;216.4769;4.9932;-7.1189;;;-87.4695;-66.5296;1129.3017;66.1883;75.1607;;-257.5449;264.8974;68.2126;77.1297;-380.4941;-28.2693;27.5569;-10.2142;803.9005;-648.0617;45.5356;3.565;-7.8992;181.0345;45.1383;-151.9396;257.5553;2.3619;187.0945;;6.097;39.5512;144.1991
T-219;-20.0389;-209.0625;-389.7982;41.7632;-26.8218;-36.856;;36.3958;-54.3209;-3.2449;47.1215;107.8619;1.1315;-56.9683;-49.536;21.9219;31.0669;5.5612;10.7543;419.3312;20.2944;-118.9427;23.729;60.6581;-904.9413;19.439;-40.968;116.9195;12.838;;-23.9037;112.8726;;-60.5951;21.7668;-58.8276;-14.0662;-6.4152;;;;-4.7566;-2185.8141;154.234;-11.9379;-3.2438;-1192.979;24187.2846;49.1236;77.9097;49.3072;151.2762;-75.2617;-25.7189;-17.377;43.3734;138.1981;12.9705;339.8423;43.2148;42.2981;1037214.3152;;-127.3018;;99.2243;184.6969;;139.236;18.6303;242.6082;43.0568;487.0014;152.4826;-29.8321;-3.3329;;-218.6392;123.7669;;10.926;485.3119;67.0367;46.855;2.1361;7.0154;1334.0211;173.6112;32.3676;-23.3827;151.4933;-31.2932;89.0123;-24.89;49.9212;55.9741;-471.1583;-53.8967;-7.5348;8.3614;35.2358;69.4716;-47.7588;-88.5178;77.7335;-25.6415;274.3143;120.3204;85.9724;;;-15.7719;14.4034;23.9442;-87.6173;-64.1462;1126.7741;;97.3085;56.0682;;260.1966;;81.4189;-384.5808;-28.8541;17.2235;-8.8853;798.9027;-639.2577;46.7702;2.0859;-9.556;182.3256;44.9831;-152.6121;251.542;2.0442;500.4953;379.7199;7.4467;27.7486;46.2845
T-218;-22.8822;-218.5056;;40.9689;-27.3131;-38.7764;-725.3629;35.3501;-54.396;-17.905;48.6885;108.0705;1.4411;-58.6008;-49.3745;21.9428;30.6294;;10.7198;429.182;20.2062;;24.1928;29.0398;;29.9802;-40.9439;116.4839;13.6906;;-29.8081;113.3337;94.3483;-60.9758;21.1356;;;0.0012;-141.2093;;;-3.3798;-2430.0254;153.1725;41.7996;-2.3562;-1191.4295;25191.1181;48.6367;77.1346;52.1874;140.6972;-73.8372;-19.7969;-17.4142;40.6449;136.1297;13.4997;337.8941;42.254;41.9405;1021112.2114;;-125.4248;-7.6757;-159.0934;52.3549;-93.9031;131.8109;18.5413;190.8475;43.0932;475.9641;147.4009;-28.8719;-2.2982;;232.2731;123.8542;;10.545;481.235;;46.7747;1.8423;7.032;1339.1388;174.1906;32.0806;-23.4367;153.4939;-31.3086;89.8091;-25.3254;49.8125;55.9521;-470.8114;-53.9238;-7.7304;;35.0895;75.6145;-36.7262;-28.4753;82.8861;-26.642;272.1462;147.1928;85.9722;216.5233;5.0591;-13.1634;15.952;20.0713;-87.179;-60.7683;1126.2809;66.7897;75.1939;11.5428;-259.0053;265.0257;68.6294;72.5598;-376.1399;-29.496;4.9601;-10.0842;873.7345;;;3.8773;-7.6275;179.5075;31.2033;;257.2925;-7.2326;333.0497;;6.3894;33.6328;-145.8446
T-217;-21.1971;-207.4569;-390.3324;30.4273;;-38.0384;-721.2116;36.0369;-54.5275;-13.2354;42.3837;107.24;1.276;-59.9327;-47.9331;22.609;31.7383;24.8091;10.8234;;20.3236;-115.3901;;60.9544;-923.287;21.6235;-40.9543;116.51;13.9482;-88.9785;-23.8317;115.6014;91.2781;-58.9634;22.2914;-65.8739;-14.3986;-8.8539;;;26.2789;;-2418.7114;146.7371;-11.5161;-2.1368;-1167.7497;;50.9644;77.9977;48.9464;140.0797;-76.0037;-23.7237;-17.7336;-392.6687;137.4405;5.624;339.9484;;41.5823;1025963.4549;-49.6897;-127.587;-7.0976;17.2904;51.2975;-91.849;;18.8317;243.4616;48.0548;;152.4458;-25.444;-0.9702;260.0224;;123.8098;-524.4409;10.9924;484.8689;;46.9931;1.7639;6.9708;1356.9;;32.239;-24.0134;152.327;-31.2685;89.2765;-24.9556;49.7573;56.0076;-471.1111;-53.8939;-7.6659;-289.3108;35.2309;69.3968;-36.6328;-23.461;79.808;-25.9622;275.9209;119.8477;85.9722;217.1882;1.3328;-15.2826;18.4038;17.8258;-92.4992;;1123.8103;;72.6699;11.526;-242.2995;264.3713;50.0463;90.576;-393.3057;;16.9963;-9.4905;796.8831;-651.8616;47.5718;;-8.2466;183.4965;45.1501;;;2.1898;215.6688;381.6007;6.0834;39.0415;
T-216;-22.0752;-208.8094;-478.1156;40.9182;-27.2549;-42.0596;-732.2902;35.8564;-53.9265;-15.967;47.5759;108.0497;1.1787;-60.782;-49.5939;22.5722;30.7909;;10.7059;426.2578;;-123.3758;23.8744;58.159;-920.3888;19.1063;-40.9701;104.8469;13.0323;-89.8286;;113.1076;90.0895;-56.9868;26.7399;-66.2942;-14.6813;-7.8833;-142.229;-3275.5036;28.0867;-2.9993;-2768.4598;153.879;-10.9703;-2.8004;;25874.4847;48.3703;;-1.9408;140.2086;-73.9317;7.0887;;40.4067;137.8878;13.0687;345.1634;43.1242;43.5095;1030821.9952;-53.5891;-127.5563;-7.9289;24.551;28.7341;-105.2154;124.2396;18.6732;247.1341;43.0183;477.0895;153.1797;-28.8322;-1.9339;169.1355;;123.7643;-515.6747;10.9109;485.2957;67.0135;46.6746;1.9771;6.7082;;174.0997;;-23.695;153.0631;-31.3171;88.8616;-24.959;49.8786;56.084;-471.2208;-53.9533;-16.8706;9.1301;35.0414;;-36.5855;71.3864;80.0858;-25.6243;273.7336;120.5688;85.9724;217.2597;-7.0848;-23.6451;15.7289;18.0701;-85.5906;;1128.3436;67.6635;75.2146;14.8627;-251.6732;264.5181;61.9024;130.7038;-431.5391;-29.0001;18.3127;-9.9004;800.5235;-649.5735;69.4673;3.7005;-7.4921;176.8741;44.9355;-146.4084;259.2754;2.4324;316.1005;381.2893;;13.8269;-200.6157
